Timestamp,Accuracy,Samplerate
1673620676979706,0,8350
X,Y,Z
-8.885991999999999891e+00,-6.280559999999999476e-01,2.937759999999999816e-01
-8.301855999999999014e+00,-3.014375999999999944e+00,1.270751999999999882e+00
-7.205319999999999503e+00,-4.775567999999999813e+00,-1.125815999999999928e+00
-5.192808000000000312e+00,-3.942552000000000056e+00,-1.765095999999999998e+00
-7.114063999999999943e+00,-2.453663999999999845e+00,1.953463999999999867e+00
-4.613063999999999609e+00,-9.725840000000000041e-01,4.738479999999999914e-01
-1.501576000000000022e+00,2.915312000000000126e+00,-9.403759999999999897e-01
-2.584448000000000079e+00,-1.094584000000000001e+00,-7.837279999999999802e-01
-6.609960000000000058e+00,-3.378423999999999872e+00,1.877335999999999894e+00
-4.923919999999999852e+00,-4.662840000000000096e+00,2.088152000000000008e+00
-6.478200000000000180e+00,-8.184735999999999123e+00,6.246399999999999730e-01
-2.854311999999999738e+00,-1.120008799999999916e+01,2.522959999999999869e+00
5.616879999999999651e-01,-9.911279999999999646e+00,-3.714655999999999736e+00
1.678719999999999934e-01,-9.161711999999999634e+00,-2.886519999999999975e+00
-1.379575999999999913e+00,-4.951247999999999649e+00,2.801607999999999876e+00
-1.502551999999999888e+00,-6.697312000000000154e+00,1.986159999999999926e+00
-1.695311999999999930e+00,-5.005904000000000131e+00,1.003816000000000042e+00
1.940288000000000013e+00,-5.976047999999999583e+00,2.950447999999999737e+00
3.337431999999999732e+00,-7.459567999999999977e+00,-1.883680000000000021e+00
5.104479999999999684e+00,-6.433791999999999511e+00,-8.188640000000000363e-01
2.391687999999999814e+00,-4.861944000000000266e+00,1.721176000000000039e+00
4.628192000000000306e+00,-4.257311999999999763e+00,-1.937359999999999915e-01
4.343199999999999505e+00,-3.141255999999999826e+00,3.487248000000000125e+00
6.039487999999999523e+00,-4.500335999999999892e+00,-8.310640000000000249e-01
5.069831999999999894e+00,-3.979152000000000022e+00,4.440799999999999609e-02
6.665103999999999473e+00,-4.184111999999999831e+00,-5.089839999999999920e-01
5.668607999999999869e+00,-3.405752000000000113e+00,1.991040000000000032e-01
7.490800000000000125e+00,-2.798680000000000057e+00,1.263920000000000043e-01
6.040951999999999877e+00,-1.782175999999999982e+00,-3.191519999999999913e-01
7.036471999999999838e+00,-8.803520000000000234e-01,8.671759999999999469e-01
7.498607999999999940e+00,1.966640000000000055e-01,3.684399999999999897e-01
7.455663999999999625e+00,7.007679999999999465e-01,-4.972719999999999918e-01
7.357575999999999894e+00,2.263344000000000023e+00,-9.213439999999999408e-01
6.396703999999999724e+00,3.819087999999999816e+00,4.897567999999999699e+00
4.733112000000000208e+00,5.602239999999999442e-01,-4.851695999999999565e+00
