Timestamp,is_synced,Samplerate
1716825209999689,1,1024.02587890625
1.873535156250000000e+00,-1.860351562500000000e+00,1.254882812500000000e-01
1.356445312500000000e+00,-2.144042968750000000e+00,8.642578125000000000e-02
8.466796875000000000e-01,-2.452148437500000000e+00,-8.300781250000000000e-02
2.705078125000000000e-01,-2.679687500000000000e+00,1.914062500000000000e-01
-2.851562500000000000e-01,-2.675781250000000000e+00,2.001953125000000000e-01
-7.949218750000000000e-01,-2.729492187500000000e+00,1.953125000000000000e-03
-1.380371093750000000e+00,-2.734375000000000000e+00,-2.929687500000000000e-03
-1.854492187500000000e+00,-2.554687500000000000e+00,-1.152343750000000000e-01
-2.376464843750000000e+00,-2.339355468750000000e+00,-3.369140625000000000e-02
-2.777832031250000000e+00,-2.062988281250000000e+00,-5.957031250000000000e-02
-3.135742187500000000e+00,-1.735351562500000000e+00,8.154296875000000000e-02
-3.422363281250000000e+00,-1.152832031250000000e+00,1.840820312500000000e-01
-3.639160156250000000e+00,-8.916015625000000000e-01,1.796875000000000000e-01
-3.789062500000000000e+00,-3.974609375000000000e-01,9.619140625000000000e-02
-3.914550781250000000e+00,1.547851562500000000e-01,-1.093750000000000000e-01
-3.839843750000000000e+00,7.475585937500000000e-01,-1.840820312500000000e-01
-3.705566406250000000e+00,1.261718750000000000e+00,1.635742187500000000e-01
-3.477050781250000000e+00,1.745117187500000000e+00,1.318359375000000000e-01
-3.314453125000000000e+00,2.349609375000000000e+00,2.373046875000000000e-01
-3.031738281250000000e+00,2.816406250000000000e+00,4.111328125000000000e-01
-2.585937500000000000e+00,3.246093750000000000e+00,6.982421875000000000e-02
-2.203125000000000000e+00,3.558105468750000000e+00,-2.783203125000000000e-02
-1.666503906250000000e+00,3.919433593750000000e+00,-1.186523437500000000e-01
-1.140136718750000000e+00,4.210449218750000000e+00,-1.040039062500000000e-01
-6.123046875000000000e-01,4.501953125000000000e+00,-1.640625000000000000e-01
-3.320312500000000000e-02,4.709960937500000000e+00,-4.394531250000000000e-02
4.980468750000000000e-01,4.689941406250000000e+00,1.508789062500000000e-01
1.028320312500000000e+00,4.684570312500000000e+00,1.391601562500000000e-01
1.580566406250000000e+00,4.709960937500000000e+00,2.641601562500000000e-01
2.063964843750000000e+00,4.565429687500000000e+00,3.090820312500000000e-01
2.536132812500000000e+00,4.214355468750000000e+00,3.369140625000000000e-02
2.973632812500000000e+00,4.015136718750000000e+00,-1.166992187500000000e-01
3.262695312500000000e+00,3.613769531250000000e+00,4.882812500000000000e-03
3.562500000000000000e+00,3.094238281250000000e+00,1.328125000000000000e-01
3.737304687500000000e+00,2.745117187500000000e+00,8.740234375000000000e-02
3.866699218750000000e+00,2.239746093750000000e+00,1.713867187500000000e-01
3.927246093750000000e+00,1.750488281250000000e+00,2.387695312500000000e-01
3.877441406250000000e+00,1.173339843750000000e+00,1.528320312500000000e-01
3.726074218750000000e+00,6.152343750000000000e-01,7.275390625000000000e-02
3.570800781250000000e+00,7.031250000000000000e-02,-4.980468750000000000e-02
3.371093750000000000e+00,-4.858398437500000000e-01,3.515625000000000000e-02
3.036132812500000000e+00,-9.013671875000000000e-01,3.955078125000000000e-02
2.560546875000000000e+00,-1.357421875000000000e+00,8.251953125000000000e-02
2.074218750000000000e+00,-1.692382812500000000e+00,6.103515625000000000e-02
1.566894531250000000e+00,-2.015625000000000000e+00,9.472656250000000000e-02
1.037109375000000000e+00,-2.328125000000000000e+00,1.123046875000000000e-01
5.522460937500000000e-01,-2.578125000000000000e+00,-6.005859375000000000e-02
-6.591796875000000000e-02,-2.666992187500000000e+00,2.045898437500000000e-01
-5.668945312500000000e-01,-2.671386718750000000e+00,1.542968750000000000e-01
-1.148925781250000000e+00,-2.827148437500000000e+00,-1.464843750000000000e-02
-1.661621093750000000e+00,-2.659667968750000000e+00,-9.179687500000000000e-02
-2.163085937500000000e+00,-2.434570312500000000e+00,-9.619140625000000000e-02
-2.610839843750000000e+00,-2.165527343750000000e+00,1.806640625000000000e-02
-2.967773437500000000e+00,-1.882324218750000000e+00,4.443359375000000000e-02
-3.299804687500000000e+00,-1.352050781250000000e+00,2.094726562500000000e-01
-3.566894531250000000e+00,-9.799804687500000000e-01,1.342773437500000000e-01
-3.702148437500000000e+00,-6.591796875000000000e-01,3.027343750000000000e-02
-3.897949218750000000e+00,-5.371093750000000000e-02,7.666015625000000000e-02
-3.881347656250000000e+00,4.589843750000000000e-01,-1.987304687500000000e-01
-3.756835937500000000e+00,1.028320312500000000e+00,6.347656250000000000e-03
-3.557617187500000000e+00,1.559570312500000000e+00,1.621093750000000000e-01
-3.368652343750000000e+00,2.100585937500000000e+00,1.884765625000000000e-01
-3.146972656250000000e+00,2.644042968750000000e+00,4.418945312500000000e-01
-2.744140625000000000e+00,3.052246093750000000e+00,1.865234375000000000e-01
-2.389160156250000000e+00,3.388183593750000000e+00,8.154296875000000000e-02
-1.851074218750000000e+00,3.764648437500000000e+00,-7.324218750000000000e-02
-1.375000000000000000e+00,4.093750000000000000e+00,-6.445312500000000000e-02
-8.540039062500000000e-01,4.366699218750000000e+00,-1.162109375000000000e-01
-2.617187500000000000e-01,4.571289062500000000e+00,-1.718750000000000000e-01
2.426757812500000000e-01,4.737792968750000000e+00,1.123046875000000000e-01
8.227539062500000000e-01,4.641113281250000000e+00,7.226562500000000000e-02
1.294921875000000000e+00,4.676269531250000000e+00,3.183593750000000000e-01
1.818359375000000000e+00,4.575683593750000000e+00,2.416992187500000000e-01
2.321777343750000000e+00,4.371582031250000000e+00,7.666015625000000000e-02
2.732910156250000000e+00,4.116699218750000000e+00,-4.785156250000000000e-02
3.139648437500000000e+00,3.754394531250000000e+00,-5.078125000000000000e-02
3.444335937500000000e+00,3.361328125000000000e+00,1.528320312500000000e-01
3.670898437500000000e+00,2.916015625000000000e+00,1.264648437500000000e-01
3.753417968750000000e+00,2.489746093750000000e+00,1.997070312500000000e-01
3.907226562500000000e+00,1.924804687500000000e+00,2.187500000000000000e-01
3.856933593750000000e+00,1.396484375000000000e+00,7.275390625000000000e-02
3.791992187500000000e+00,9.545898437500000000e-01,1.074218750000000000e-01
3.615722656250000000e+00,2.802734375000000000e-01,8.447265625000000000e-02
3.500488281250000000e+00,-1.328125000000000000e-01,-1.513671875000000000e-02
3.228027343750000000e+00,-7.304687500000000000e-01,-3.417968750000000000e-03
2.767089843750000000e+00,-1.041992187500000000e+00,8.837890625000000000e-02
2.308593750000000000e+00,-1.541503906250000000e+00,1.904296875000000000e-02
1.831054687500000000e+00,-1.876953125000000000e+00,3.759765625000000000e-02
1.273925781250000000e+00,-2.200683593750000000e+00,1.552734375000000000e-01
8.090820312500000000e-01,-2.470703125000000000e+00,-1.079101562500000000e-01
2.055664062500000000e-01,-2.625976562500000000e+00,2.250976562500000000e-01
-3.022460937500000000e-01,-2.616699218750000000e+00,2.416992187500000000e-01
-8.720703125000000000e-01,-2.741699218750000000e+00,4.589843750000000000e-02
-1.439453125000000000e+00,-2.729492187500000000e+00,1.025390625000000000e-02
-1.865722656250000000e+00,-2.559570312500000000e+00,-2.280273437500000000e-01
-2.414550781250000000e+00,-2.344238281250000000e+00,8.789062500000000000e-03
-2.812988281250000000e+00,-2.095703125000000000e+00,3.417968750000000000e-03
-3.143554687500000000e+00,-1.572753906250000000e+00,2.246093750000000000e-02
-3.482421875000000000e+00,-1.166015625000000000e+00,2.788085937500000000e-01
-3.585937500000000000e+00,-8.056640625000000000e-01,-2.636718750000000000e-02
-3.825683593750000000e+00,-3.715820312500000000e-01,1.347656250000000000e-01
-3.887207031250000000e+00,1.977539062500000000e-01,-5.468750000000000000e-02
-3.828613281250000000e+00,7.299804687500000000e-01,-1.123046875000000000e-01
-3.712402343750000000e+00,1.240234375000000000e+00,1.347656250000000000e-01
-3.488281250000000000e+00,1.831054687500000000e+00,5.175781250000000000e-02
-3.280273437500000000e+00,2.406250000000000000e+00,4.218750000000000000e-01
-2.959472656250000000e+00,2.862304687500000000e+00,3.212890625000000000e-01
-2.586914062500000000e+00,3.230957031250000000e+00,1.025390625000000000e-01
-2.129394531250000000e+00,3.588378906250000000e+00,-3.417968750000000000e-03
-1.627441406250000000e+00,3.928710937500000000e+00,-1.279296875000000000e-01
-1.171386718750000000e+00,4.227539062500000000e+00,-1.123046875000000000e-01
-5.253906250000000000e-01,4.466308593750000000e+00,-2.641601562500000000e-01
