Timestamp,Accuracy,Samplerate
1674153356983552,0,8355
5.388495999999999952e+00,3.601439999999999753e+00,-2.078879999999999895e-01
6.435255999999999865e+00,2.521983999999999781e+00,-1.757776000000000005e+00
4.883415999999999535e+00,2.866511999999999727e+00,9.120719999999999938e-01
4.166056000000000203e+00,7.700639999999999707e-01,8.979199999999999682e-02
3.539463999999999722e+00,1.101903999999999995e+00,1.277096000000000009e+00
3.043655999999999917e+00,5.294799999999999507e-01,-3.021208000000000116e+00
2.825520000000000032e+00,1.171200000000000019e+00,1.397631999999999985e+00
3.477488000000000135e+00,1.273680000000000090e-01,7.407839999999999980e-01
2.465863999999999834e+00,-1.495231999999999895e+00,-1.109223999999999988e+00
1.797304000000000013e+00,-1.227808000000000010e+00,-9.496479999999999366e-01
8.515599999999999836e-01,-1.985184000000000060e+00,2.198440000000000172e+00
-1.042856000000000005e+00,-1.505967999999999973e+00,1.881240000000000023e+00
-6.910079999999999556e-01,-2.826983999999999941e+00,-2.390223999999999904e+00
-1.102392000000000039e+00,-2.369240000000000013e+00,2.089128000000000096e+00
-1.337607999999999908e+00,-3.219824000000000019e+00,-2.681560000000000166e+00
-2.644959999999999756e+00,-4.333928000000000225e+00,1.024799999999999933e+00
-2.428776000000000046e+00,-3.835679999999999978e+00,-1.608447999999999878e+00
-3.947919999999999874e+00,-3.926935999999999982e+00,3.151991999999999905e+00
-3.621935999999999822e+00,-3.369152000000000147e+00,-7.603039999999999798e-01
-4.058696000000000303e+00,-5.580767999999999951e+00,-6.524560000000000359e-01
-4.016727999999999632e+00,-4.069919999999999760e+00,-2.599088000000000065e+00
-5.429975999999999914e+00,-3.953775999999999957e+00,6.187840000000000007e-01
-5.248439999999999550e+00,-4.012336000000000347e+00,1.851472000000000007e+00
-5.800855999999999568e+00,-3.381352000000000135e+00,2.146224000000000132e+00
-6.231759999999999522e+00,-4.679432000000000258e+00,-3.024135999999999935e+00
-5.284063999999999872e+00,-1.915888000000000035e+00,7.398080000000000211e-01
-5.763279999999999959e+00,-2.913359999999999950e+00,2.942639999999999700e-01
-6.012647999999999548e+00,-3.139304000000000094e+00,-7.710399999999999476e-01
-6.365960000000000285e+00,-2.446343999999999852e+00,-9.701440000000000063e-01
-4.878047999999999718e+00,5.714479999999999560e-01,1.237568000000000001e+00
-5.156696000000000168e+00,-9.511119999999999575e-01,-1.794864000000000015e+00
-4.699440000000000062e+00,-7.280959999999999654e-01,-3.026088000000000111e+00
