Timestamp,Accuracy,Samplerate
1674153356979157,0,8342
6.309351999999999627e+00,8.087623999999999924e+00,2.102304000000000173e+00
7.471767999999999965e+00,6.047296000000000227e+00,-7.646959999999999313e-01
6.040951999999999877e+00,6.548960000000000115e+00,-1.551839999999999886e+00
7.534720000000000084e+00,4.831199999999999939e+00,-3.489200000000000079e-01
7.272175999999999974e+00,6.448431999999999498e+00,4.377360000000000140e-01
5.558320000000000149e+00,4.144584000000000046e+00,1.021871999999999892e+00
5.779384000000000299e+00,2.819176000000000126e+00,-7.437120000000000397e-01
5.408015999999999934e+00,3.224215999999999749e+00,-3.635599999999999943e-01
5.489511999999999503e+00,4.205583999999999989e+00,1.130695999999999923e+00
3.623887999999999998e+00,1.668471999999999955e+00,-2.571760000000000157e-01
3.728807999999999900e+00,1.122887999999999886e+00,-1.693359999999999865e-01
4.140679999999999694e+00,6.968640000000000390e-01,-1.010159999999999947e+00
1.946631999999999918e+00,1.317112000000000060e+00,2.137439999999999785e+00
2.246264000000000038e+00,-2.314096000000000153e+00,-2.646424000000000110e+00
1.142895999999999912e+00,-1.346392000000000033e+00,-9.759999999999999787e-01
7.378559999999999564e-01,-2.134511999999999965e+00,1.483031999999999906e+00
-5.953600000000000003e-01,-1.986159999999999926e+00,1.545007999999999937e+00
-1.263431999999999888e+00,-3.995255999999999919e+00,-1.670423999999999909e+00
-1.796327999999999925e+00,-3.682447999999999944e+00,-9.398879999999999457e-01
-1.229271999999999920e+00,-4.115304000000000073e+00,1.117520000000000069e+00
-2.521008000000000138e+00,-3.589728000000000030e+00,2.581031999999999993e+00
-3.382816000000000045e+00,-5.795975999999999573e+00,-1.314672000000000063e+00
-2.903599999999999959e+00,-5.111311999999999856e+00,-5.870640000000000303e-01
-3.956215999999999955e+00,-5.752055999999999614e+00,-1.276607999999999965e+00
-4.747752000000000194e+00,-4.577927999999999997e+00,-1.376160000000000050e+00
-4.974184000000000161e+00,-5.427535999999999916e+00,2.732799999999999674e-01
-4.883415999999999535e+00,-5.437295999999999907e+00,-2.147199999999999942e-01
-4.943927999999999656e+00,-5.401183999999999763e+00,1.327359999999999873e+00
-6.555792000000000286e+00,-5.129856000000000193e+00,-2.060335999999999945e+00
-6.293735999999999997e+00,-4.769712000000000174e+00,-7.749439999999999662e-01
-5.770112000000000130e+00,-4.981504000000000154e+00,-1.251231999999999900e+00
-5.811592000000000091e+00,-4.579391999999999463e+00,-9.071919999999999984e-01
-5.645183999999999536e+00,-2.704007999999999967e+00,2.100351999999999997e+00
-5.951159999999999783e+00,-4.356376000000000026e+00,-9.603840000000000154e-01
-5.515375999999999834e+00,-2.619095999999999869e+00,-1.176080000000000042e-01
-5.913584000000000174e+00,-1.792912000000000061e+00,-1.485471999999999904e+00
-5.826719999999999899e+00,-1.429351999999999956e+00,3.113440000000000096e-01
-5.158159999999999634e+00,-1.064815999999999985e+00,1.774855999999999989e+00
-4.911232000000000042e+00,-5.885279999999999401e-01,1.636751999999999985e+00
-4.213879999999999626e+00,-4.826320000000000054e-01,-3.533120000000000149e-01
-2.364360000000000017e+00,1.465463999999999878e+00,-8.539999999999999813e-01
