Timestamp,Accuracy,Samplerate
1673620676984803,0,8346
5.259663999999999895e+00,-5.447055999999999898e+00,1.397631999999999985e+00
4.409568000000000154e+00,-6.716343999999999426e+00,-8.795223999999999265e+00
2.217960000000000154e+00,-5.738879999999999981e+00,4.592080000000000162e+00
3.472608000000000139e+00,-5.978487999999999580e+00,2.482455999999999996e+00
4.276831999999999745e+00,-4.970279999999999809e+00,-2.537599999999999856e+00
4.327096000000000053e+00,-5.407040000000000290e+00,-1.420079999999999953e-01
1.545495999999999981e+00,-6.594832000000000249e+00,2.011535999999999991e+00
1.779735999999999985e+00,-7.267783999999999800e+00,-2.858703999999999912e+00
3.142719999999999958e-01,-7.678679999999999950e+00,8.637599999999999723e-01
4.923919999999999964e-01,-7.973919999999999675e+00,1.322480000000000044e-01
-2.265295999999999754e+00,-6.683159999999999989e+00,-3.425759999999999916e-01
-2.287744000000000000e+00,-6.770024000000000264e+00,4.187039999999999651e-01
-7.622559999999999336e-01,-6.567992000000000274e+00,-8.120319999999999760e-01
-1.529879999999999907e+00,-6.347903999999999769e+00,-7.515199999999999658e-01
-3.043655999999999917e+00,-6.620207999999999871e+00,1.259039999999999937e+00
-4.053327999999999598e+00,-6.786127999999999716e+00,-2.204784000000000077e+00
-5.787192000000000114e+00,-5.484631999999999508e+00,-2.527840000000000087e-01
-5.514888000000000012e+00,-4.245111999999999775e+00,1.781687999999999938e+00
-4.908792000000000044e+00,-4.808752000000000137e+00,-1.243424000000000085e+00
-4.523760000000000225e+00,-3.707824000000000009e+00,-2.683999999999999928e-02
-5.210863999999999940e+00,-3.514575999999999922e+00,-1.378112000000000004e+00
-5.920415999999999457e+00,-1.319552000000000058e+00,-5.768159999999999954e-01
-6.495280000000000165e+00,-1.023824000000000067e+00,-5.792559999999999931e-01
-8.255983999999999767e+00,-1.050664000000000042e+00,2.123288000000000064e+00
-6.494791999999999454e+00,4.416399999999999770e-01,4.011359999999999926e-01
-6.006304000000000087e+00,2.870416000000000079e+00,1.155095999999999901e+00
-6.211263999999999896e+00,3.460895999999999972e+00,-3.440400000000000125e-01
-6.633383999999999503e+00,2.616655999999999871e+00,-1.749967999999999968e+00
-6.573360000000000092e+00,2.466352000000000100e+00,-1.239519999999999955e+00
-5.571495999999999782e+00,3.265695999999999710e+00,8.579039999999999999e-01
-5.517328000000000010e+00,4.025999999999999801e+00,4.621359999999999912e-01
-7.172623999999999889e+00,3.902047999999999739e+00,-5.797440000000000371e-01
