Timestamp,is_synced,Samplerate
1716825409999050,1,1024.029541015625
1.340332031250000000e+00,4.513671875000000000e+00,2.197265625000000000e-02
1.845703125000000000e+00,4.147460937500000000e+00,8.496093750000000000e-02
2.250000000000000000e+00,3.765625000000000000e+00,1.748046875000000000e-01
2.720214843750000000e+00,3.296386718750000000e+00,-1.464843750000000000e-01
3.116699218750000000e+00,2.729492187500000000e+00,-4.672851562500000000e-01
3.361816406250000000e+00,2.167968750000000000e+00,-2.167968750000000000e-01
3.613769531250000000e+00,1.759277343750000000e+00,2.587890625000000000e-01
3.729492187500000000e+00,1.272460937500000000e+00,4.936523437500000000e-01
3.766601562500000000e+00,6.391601562500000000e-01,4.853515625000000000e-01
3.762207031250000000e+00,-4.394531250000000000e-03,2.363281250000000000e-01
3.688476562500000000e+00,-5.732421875000000000e-01,2.294921875000000000e-02
3.580566406250000000e+00,-1.169433593750000000e+00,-2.587890625000000000e-01
3.323730468750000000e+00,-1.676757812500000000e+00,-1.845703125000000000e-01
2.984375000000000000e+00,-2.069335937500000000e+00,-8.789062500000000000e-02
2.641601562500000000e+00,-2.347656250000000000e+00,-5.761718750000000000e-02
2.229980468750000000e+00,-2.697265625000000000e+00,-7.373046875000000000e-02
1.663574218750000000e+00,-2.957031250000000000e+00,-1.904296875000000000e-01
1.096679687500000000e+00,-3.074707031250000000e+00,-1.264648437500000000e-01
6.484375000000000000e-01,-2.981445312500000000e+00,1.474609375000000000e-01
4.980468750000000000e-02,-2.971191406250000000e+00,4.721679687500000000e-01
-5.307617187500000000e-01,-2.930664062500000000e+00,4.609375000000000000e-01
-1.032714843750000000e+00,-2.724609375000000000e+00,4.248046875000000000e-01
-1.503906250000000000e+00,-2.421386718750000000e+00,1.689453125000000000e-01
-2.005371093750000000e+00,-2.033691406250000000e+00,-1.660156250000000000e-01
-2.488281250000000000e+00,-1.564941406250000000e+00,-3.193359375000000000e-01
-2.882324218750000000e+00,-1.052246093750000000e+00,-4.345703125000000000e-02
-3.155761718750000000e+00,-5.878906250000000000e-01,-9.960937500000000000e-02
-3.486328125000000000e+00,-8.496093750000000000e-02,-1.630859375000000000e-01
-3.664062500000000000e+00,5.180664062500000000e-01,-1.484375000000000000e-01
-3.777832031250000000e+00,1.154785156250000000e+00,1.660156250000000000e-01
-3.815917968750000000e+00,1.763183593750000000e+00,3.881835937500000000e-01
-3.745117187500000000e+00,2.304199218750000000e+00,5.620117187500000000e-01
-3.584960937500000000e+00,2.900878906250000000e+00,3.959960937500000000e-01
-3.369628906250000000e+00,3.347656250000000000e+00,2.221679687500000000e-01
-3.148925781250000000e+00,3.726562500000000000e+00,-7.275390625000000000e-02
-2.815917968750000000e+00,4.130859375000000000e+00,-6.298828125000000000e-01
-2.441894531250000000e+00,4.522460937500000000e+00,-3.256835937500000000e-01
-1.992675781250000000e+00,4.796875000000000000e+00,2.734375000000000000e-01
-1.572753906250000000e+00,4.960937500000000000e+00,4.370117187500000000e-01
-9.667968750000000000e-01,4.959472656250000000e+00,1.689453125000000000e-01
-3.789062500000000000e-01,4.994628906250000000e+00,-1.655273437500000000e-01
1.137695312500000000e-01,4.852539062500000000e+00,-3.369140625000000000e-02
6.323242187500000000e-01,4.813476562500000000e+00,-1.098632812500000000e-01
1.186035156250000000e+00,4.613769531250000000e+00,3.369140625000000000e-02
1.670898437500000000e+00,4.279296875000000000e+00,1.147460937500000000e-01
2.121093750000000000e+00,3.875976562500000000e+00,3.349609375000000000e-01
2.592773437500000000e+00,3.417968750000000000e+00,2.202148437500000000e-01
2.964355468750000000e+00,2.913574218750000000e+00,-2.333984375000000000e-01
3.317871093750000000e+00,2.405273437500000000e+00,-4.042968750000000000e-01
3.516113281250000000e+00,1.911621093750000000e+00,1.220703125000000000e-02
3.693359375000000000e+00,1.393554687500000000e+00,3.193359375000000000e-01
3.756347656250000000e+00,7.304687500000000000e-01,1.503906250000000000e-01
3.748046875000000000e+00,1.220703125000000000e-01,1.152343750000000000e-01
3.733886718750000000e+00,-3.813476562500000000e-01,1.420898437500000000e-01
3.628906250000000000e+00,-9.414062500000000000e-01,-3.076171875000000000e-02
3.338378906250000000e+00,-1.561035156250000000e+00,-2.246093750000000000e-02
3.086425781250000000e+00,-1.946289062500000000e+00,-5.175781250000000000e-02
2.760742187500000000e+00,-2.185546875000000000e+00,1.171875000000000000e-02
2.312011718750000000e+00,-2.568847656250000000e+00,8.007812500000000000e-02
1.832519531250000000e+00,-2.905273437500000000e+00,-3.203125000000000000e-01
1.294921875000000000e+00,-2.988281250000000000e+00,-2.573242187500000000e-01
8.027343750000000000e-01,-2.977050781250000000e+00,2.343750000000000000e-01
2.919921875000000000e-01,-3.013671875000000000e+00,4.858398437500000000e-01
-3.154296875000000000e-01,-2.946289062500000000e+00,2.226562500000000000e-01
-8.657226562500000000e-01,-2.778320312500000000e+00,2.734375000000000000e-01
-1.382324218750000000e+00,-2.424804687500000000e+00,2.524414062500000000e-01
-1.882812500000000000e+00,-2.148925781250000000e+00,9.619140625000000000e-02
-2.308593750000000000e+00,-1.775390625000000000e+00,-2.729492187500000000e-01
-2.721679687500000000e+00,-1.288085937500000000e+00,-2.084960937500000000e-01
-3.031738281250000000e+00,-7.202148437500000000e-01,-7.031250000000000000e-02
-3.379882812500000000e+00,-2.875976562500000000e-01,1.308593750000000000e-01
-3.597167968750000000e+00,3.173828125000000000e-01,-6.689453125000000000e-02
-3.724609375000000000e+00,9.101562500000000000e-01,2.587890625000000000e-02
-3.798339843750000000e+00,1.599121093750000000e+00,3.540039062500000000e-01
-3.760742187500000000e+00,2.149414062500000000e+00,4.677734375000000000e-01
-3.665527343750000000e+00,2.615722656250000000e+00,1.479492187500000000e-01
-3.476562500000000000e+00,3.116699218750000000e+00,6.005859375000000000e-02
-3.211914062500000000e+00,3.679199218750000000e+00,2.597656250000000000e-01
-2.911132812500000000e+00,4.033203125000000000e+00,-2.514648437500000000e-01
-2.615234375000000000e+00,4.344726562500000000e+00,-2.197265625000000000e-01
-2.150390625000000000e+00,4.717285156250000000e+00,-9.179687500000000000e-02
-1.684082031250000000e+00,4.933593750000000000e+00,4.975585937500000000e-01
-1.189941406250000000e+00,5.012207031250000000e+00,1.113281250000000000e-01
-6.342773437500000000e-01,4.901367187500000000e+00,-1.391601562500000000e-01
-1.132812500000000000e-01,4.951660156250000000e+00,6.591796875000000000e-02
4.536132812500000000e-01,4.870117187500000000e+00,1.982421875000000000e-01
