Timestamp,Accuracy,Samplerate
1675253696981354,0,8415
1.644559999999999911e-01,3.025599999999999817e-02,1.854399999999999799e-02
1.717759999999999843e-01,4.294399999999999606e-02,-5.953599999999999864e-02
1.776319999999999844e-01,4.489599999999999841e-02,-1.127279999999999949e-01
1.810479999999999867e-01,4.489599999999999841e-02,-1.747039999999999982e-01
1.781200000000000006e-01,3.415999999999999592e-02,-2.230159999999999920e-01
1.849520000000000053e-01,2.293599999999999806e-02,-2.439999999999999947e-01
1.849520000000000053e-01,1.951999999999999959e-03,-2.542479999999999740e-01
1.786079999999999890e-01,-1.512799999999999909e-02,-2.508319999999999994e-01
1.722640000000000005e-01,-2.586399999999999810e-02,-2.069119999999999848e-01
1.722640000000000005e-01,-3.806400000000000061e-02,-1.610399999999999887e-01
1.678719999999999934e-01,-4.977600000000000080e-02,-9.759999999999999232e-02
1.551839999999999886e-01,-6.197599999999999637e-02,-9.759999999999999796e-04
1.556720000000000048e-01,-5.953599999999999864e-02,1.234640000000000043e-01
1.434719999999999884e-01,-6.099999999999999867e-02,2.576640000000000041e-01
1.381040000000000045e-01,-5.709600000000000092e-02,3.952799999999999647e-01
1.361519999999999953e-01,-4.343199999999999839e-02,5.519279999999999742e-01
1.229760000000000020e-01,-3.952800000000000064e-02,7.056479999999999420e-01
1.346880000000000022e-01,-2.976799999999999932e-02,8.354559999999999764e-01
1.395679999999999976e-01,-8.198400000000000132e-02,1.000888000000000000e+00
9.027999999999999914e-02,-2.196000000000000035e-02,1.140943999999999958e+00
8.881599999999999218e-02,-1.610400000000000026e-02,1.283439999999999914e+00
7.661600000000000354e-02,-7.563999999999999890e-02,1.459119999999999973e+00
3.855199999999999599e-02,-8.344799999999999440e-02,1.578192000000000039e+00
6.343999999999999813e-03,-6.392799999999999871e-02,1.680671999999999944e+00
-9.759999999999999579e-03,-8.979199999999999682e-02,1.762656000000000001e+00
-2.781600000000000045e-02,-1.420079999999999953e-01,1.843663999999999970e+00
-6.295199999999999407e-02,-1.517679999999999862e-01,1.922719999999999985e+00
-9.027999999999999914e-02,-1.493279999999999885e-01,2.000799999999999912e+00
-9.808799999999999464e-02,-1.844639999999999891e-01,2.046672000000000047e+00
-1.180959999999999926e-01,-2.103279999999999872e-01,2.092055999999999916e+00
-1.410319999999999907e-01,-1.947119999999999962e-01,2.135975999999999875e+00
-1.507920000000000094e-01,-2.039839999999999987e-01,2.175991999999999926e+00
-1.512799999999999978e-01,-2.161839999999999873e-01,2.216007999999999978e+00
-1.678719999999999934e-01,-1.961759999999999893e-01,2.244311999999999863e+00
-1.566480000000000095e-01,-1.727519999999999889e-01,2.250655999999999768e+00
-1.464000000000000024e-01,-1.693359999999999865e-01,2.259440000000000115e+00
-1.464000000000000024e-01,-1.473760000000000070e-01,2.232600000000000140e+00
-1.322480000000000044e-01,-1.224879999999999997e-01,2.195024000000000086e+00
-1.141920000000000018e-01,-1.146800000000000042e-01,2.143784000000000134e+00
-9.271999999999999686e-02,-9.662400000000000155e-02,2.091079999999999828e+00
-7.661600000000000354e-02,-8.735199999999999909e-02,1.993967999999999963e+00
-4.831200000000000078e-02,-8.784000000000000141e-02,1.892951999999999968e+00
-2.098399999999999918e-02,-8.930399999999999450e-02,1.775831999999999855e+00
1.951999999999999959e-03,-9.759999999999999232e-02,1.634311999999999987e+00
1.561599999999999967e-02,-1.073599999999999971e-01,1.494256000000000029e+00
4.587199999999999611e-02,-1.107759999999999995e-01,1.343952000000000035e+00
5.807199999999999862e-02,-1.176080000000000042e-01,1.194135999999999864e+00
6.539199999999999180e-02,-1.176080000000000042e-01,1.051639999999999908e+00
9.027999999999999914e-02,-1.141920000000000018e-01,8.949920000000000098e-01
1.010159999999999947e-01,-1.049199999999999994e-01,7.534720000000000306e-01
1.097999999999999948e-01,-9.857599999999999696e-02,6.192719999999999336e-01
1.215119999999999950e-01,-7.368800000000000350e-02,4.914159999999999640e-01
1.337119999999999975e-01,-6.197599999999999637e-02,3.811279999999999668e-01
1.454239999999999977e-01,-3.611199999999999827e-02,2.869439999999999769e-01
1.556720000000000048e-01,-1.512799999999999909e-02,1.800720000000000098e-01
1.581120000000000025e-01,1.024800000000000016e-02,9.223199999999999454e-02
1.693359999999999865e-01,3.171999999999999820e-02,1.854399999999999799e-02
1.795839999999999936e-01,4.099200000000000066e-02,-4.684800000000000075e-02
1.712879999999999958e-01,4.392000000000000071e-02,-1.180959999999999926e-01
1.815360000000000029e-01,4.392000000000000071e-02,-1.688479999999999981e-01
1.825120000000000076e-01,3.513600000000000056e-02,-2.161839999999999873e-01
