X,Y,Z
8.032479999999999620e-01,-1.424959999999999838e-01,-4.147999999999999604e-02
5.231359999999999344e-01,-1.512799999999999909e-02,4.831199999999999939e-01
1.335655999999999954e+00,1.517679999999999862e-01,4.997119999999999895e-01
7.505439999999999889e-01,2.400960000000000039e-01,1.122399999999999926e-01
4.235840000000000161e-01,2.108160000000000034e-01,-7.661600000000000354e-02
1.195599999999999996e-01,5.367999999999999855e-02,-5.611999999999999628e-02
5.026399999999999757e-01,1.883680000000000077e-01,1.644559999999999911e-01
7.832399999999999363e-01,1.971519999999999939e-01,1.195599999999999996e-01
5.250879999999999992e-01,1.556720000000000048e-01,3.162240000000000051e-01
3.733199999999999852e-01,8.003199999999999203e-02,2.928000000000000047e-02
2.308240000000000014e-01,1.625040000000000096e-01,-4.733599999999999614e-02
5.699839999999999351e-01,1.366399999999999837e-01,6.685599999999999876e-02
3.840560000000000085e-01,6.343999999999999639e-02,9.223199999999999454e-02
3.762479999999999714e-01,-8.784000000000000141e-03,4.099200000000000066e-02
2.698639999999999928e-01,5.319199999999999623e-02,-1.332240000000000091e-01
1.117520000000000041e-01,7.368800000000000350e-02,-1.522560000000000024e-01
2.357039999999999969e-01,4.147999999999999604e-02,1.283439999999999859e-01
2.117920000000000080e-01,-2.635200000000000042e-02,2.405839999999999923e-01
2.444879999999999831e-01,3.660000000000000059e-02,2.049600000000000033e-02
1.995919999999999916e-01,-1.073599999999999902e-02,-4.147999999999999604e-02
1.278559999999999974e-01,-5.465599999999999625e-02,-1.058960000000000040e-01
1.532320000000000071e-01,-6.051199999999999635e-02,-8.784000000000000141e-02
3.123199999999999935e-02,-8.295999999999999555e-03,-1.283439999999999859e-01
5.953599999999999864e-02,5.856000000000000094e-02,-7.320000000000000118e-02
-1.054080000000000017e-01,5.221599999999999853e-02,6.539199999999999180e-02
-1.229760000000000020e-01,7.759199999999999431e-02,6.295199999999999407e-02
-1.102879999999999971e-01,9.418400000000000383e-02,-1.029680000000000040e-01
8.295999999999999555e-03,1.727519999999999889e-01,-9.418400000000000383e-02
-8.930399999999999450e-02,1.400559999999999861e-01,2.976799999999999932e-02
-1.483519999999999839e-01,1.849520000000000053e-01,-5.221599999999999853e-02
-2.693760000000000043e-01,2.288719999999999921e-01,-1.005279999999999924e-01
-1.678719999999999934e-01,2.771839999999999860e-01,-1.664080000000000004e-01
-2.039839999999999987e-01,3.376959999999999962e-01,-1.605520000000000003e-01
-2.503440000000000110e-01,3.957680000000000087e-01,-4.001599999999999602e-02
-3.547759999999999803e-01,4.362719999999999931e-01,9.271999999999998993e-03
-5.119120000000000337e-01,5.021520000000000428e-01,9.906399999999999928e-02
-4.411519999999999886e-01,4.567680000000000073e-01,-1.756800000000000028e-02
-4.567680000000000073e-01,5.714479999999999560e-01,-2.508319999999999994e-01
-4.987360000000000126e-01,5.563200000000000367e-01,-2.791359999999999952e-01
-5.372879999999999878e-01,6.578239999999999643e-01,-7.076000000000000345e-02
-5.250879999999999992e-01,6.465999999999999526e-01,0.000000000000000000e+00
-5.660800000000000276e-01,7.359040000000000026e-01,-1.063839999999999925e-01
-5.768159999999999954e-01,7.271199999999999886e-01,-2.098399999999999987e-01
-6.187840000000000007e-01,7.173599999999999977e-01,-1.073599999999999971e-01
-5.787679999999999492e-01,7.324880000000000280e-01,-6.783200000000000340e-02
-6.031680000000000375e-01,7.100400000000000045e-01,-1.078479999999999994e-01
-6.954000000000000181e-01,6.749039999999999484e-01,-2.059360000000000079e-01
-7.588399999999999590e-01,7.295599999999999863e-01,-1.937359999999999915e-01
-7.168719999999999537e-01,7.105279999999999374e-01,-1.254159999999999997e-01
-7.451759999999999495e-01,7.563999999999999613e-01,-9.808799999999999464e-02
-8.510719999999999397e-01,7.749439999999999662e-01,-1.190719999999999973e-01
-7.666479999999999961e-01,7.812879999999999825e-01,-1.498160000000000047e-01
-7.603039999999999798e-01,7.305359999999999632e-01,-1.464000000000000024e-01
-7.505439999999999889e-01,7.666479999999999961e-01,-1.732400000000000051e-01
-7.056479999999999420e-01,7.715279999999999916e-01,-1.708000000000000074e-01
-7.237040000000000139e-01,8.374079999999999302e-01,-1.185839999999999950e-01
-7.876319999999999988e-01,8.681520000000000348e-01,5.465599999999999625e-02
-5.992640000000000189e-01,9.106079999999999730e-01,-4.831200000000000078e-02
-7.842160000000000242e-01,9.564799999999999969e-01,-1.268799999999999928e-01
-7.017440000000000344e-01,1.007231999999999905e+00,-1.829999999999999960e-01
-7.964160000000000128e-01,1.074575999999999976e+00,-1.127279999999999949e-01
-7.022319999999999673e-01,1.120447999999999888e+00,-6.246399999999999869e-02
-9.047520000000000007e-01,1.171688000000000063e+00,-3.952800000000000064e-02
-8.374079999999999302e-01,1.184863999999999917e+00,-1.532320000000000071e-01
-8.349679999999999325e-01,1.228296000000000054e+00,-1.146800000000000042e-01
-6.890560000000000018e-01,1.215608000000000022e+00,-5.221599999999999853e-02
-7.573759999999999382e-01,1.243424000000000085e+00,-8.540000000000000369e-02
-7.437120000000000397e-01,1.255136000000000029e+00,-2.830399999999999930e-02
-7.642079999999999984e-01,1.321504000000000012e+00,-7.563999999999999890e-02
-8.115439999999999321e-01,1.388360000000000039e+00,-1.210239999999999927e-01
-7.285840000000000094e-01,1.496207999999999982e+00,-1.976399999999999824e-01
-7.481039999999999912e-01,1.539152000000000076e+00,-3.415999999999999592e-02
-6.592879999999999852e-01,1.540127999999999941e+00,-3.220800000000000052e-02
-5.904800000000000049e-01,1.520607999999999960e+00,-2.147199999999999803e-02
-5.563200000000000367e-01,1.438135999999999859e+00,1.381040000000000045e-01
-6.041440000000000143e-01,1.428375999999999868e+00,-2.928000000000000047e-02
-5.738879999999999537e-01,1.429840000000000000e+00,1.317600000000000021e-02
-6.431839999999999780e-01,1.551839999999999886e+00,-5.172799999999999621e-02
-6.914959999999999996e-01,1.503039999999999932e+00,9.662400000000000155e-02
-6.680719999999999992e-01,1.498647999999999980e+00,-1.229760000000000020e-01
-6.690479999999999761e-01,1.474248000000000003e+00,-4.879999999999999789e-03
-5.358239999999999670e-01,1.502064000000000066e+00,2.342400000000000038e-02
-5.729119999999999768e-01,1.442528000000000032e+00,8.491200000000000137e-02
-4.762879999999999892e-01,1.508407999999999971e+00,2.879199999999999815e-02
-5.289920000000000178e-01,1.484007999999999994e+00,8.540000000000000369e-02
-4.748239999999999683e-01,1.529879999999999907e+00,2.732799999999999813e-02
-4.772639999999999660e-01,1.565015999999999963e+00,8.344799999999999440e-02
-4.572559999999999958e-01,1.633823999999999943e+00,1.385919999999999930e-01
-3.254960000000000075e-01,1.658223999999999920e+00,1.039439999999999947e-01
-3.147599999999999842e-01,1.628455999999999904e+00,2.122799999999999965e-01
-2.918239999999999723e-01,1.643095999999999890e+00,1.000400000000000039e-01
-5.377760000000000318e-01,1.615280000000000049e+00,1.073599999999999971e-01
-4.499360000000000026e-01,1.609912000000000010e+00,-3.611199999999999827e-02
-4.962960000000000149e-01,1.588440000000000074e+00,8.442399999999999904e-02
-3.474559999999999871e-01,1.651391999999999971e+00,1.464000000000000024e-01
-2.898720000000000185e-01,1.653831999999999969e+00,9.515999999999999459e-02
-2.454639999999999878e-01,1.732887999999999984e+00,1.054080000000000017e-01
-1.566480000000000095e-01,1.755824000000000051e+00,2.254559999999999897e-01
-2.537599999999999856e-01,1.795352000000000059e+00,1.639680000000000026e-01
-2.181359999999999966e-01,1.844152000000000013e+00,-2.928000000000000047e-03
-3.796640000000000015e-01,1.822192000000000034e+00,2.308240000000000014e-01
-2.454639999999999878e-01,1.801695999999999964e+00,6.685599999999999876e-02
-2.181359999999999966e-01,1.707511999999999919e+00,7.563999999999999890e-02
-1.854399999999999937e-01,1.738256000000000023e+00,2.030079999999999940e-01
-2.659599999999999742e-01,1.763631999999999866e+00,1.166319999999999996e-01
-3.059759999999999702e-01,1.715808000000000000e+00,8.588799999999999213e-02
-1.400559999999999861e-01,1.733864000000000072e+00,1.054080000000000017e-01
-2.278959999999999875e-01,1.692383999999999888e+00,1.371279999999999999e-01
-4.196799999999999836e-02,1.760704000000000047e+00,4.001599999999999602e-02
-1.307839999999999836e-01,1.753384000000000054e+00,1.210239999999999927e-01
-2.147199999999999803e-02,1.785104000000000024e+00,1.590880000000000072e-01
1.517679999999999862e-01,1.564527999999999919e+00,1.005279999999999924e-01
2.737680000000000113e-01,1.431791999999999954e+00,1.610400000000000026e-02
-7.807999999999999836e-03,1.711903999999999870e+00,1.761679999999999913e-01
-7.759199999999999431e-02,1.734351999999999894e+00,2.049600000000000033e-01
6.051199999999999635e-02,1.596247999999999889e+00,1.473760000000000070e-01
1.024800000000000016e-01,1.488399999999999945e+00,1.171200000000000019e-02
3.464799999999999824e-02,1.586487999999999898e+00,1.102879999999999971e-01
2.132560000000000011e-01,1.617232000000000003e+00,-1.122399999999999960e-02
1.054080000000000017e-01,1.617232000000000003e+00,1.732400000000000051e-01
1.249279999999999974e-01,1.602592000000000017e+00,4.099200000000000066e-02
7.320000000000000118e-02,1.599663999999999975e+00,3.464799999999999824e-02
1.639680000000000026e-01,1.644071999999999978e+00,1.039439999999999947e-01
2.820639999999999814e-01,1.629920000000000035e+00,7.807999999999999836e-03
2.288719999999999921e-01,1.587463999999999986e+00,6.978399999999999881e-02
3.030479999999999841e-01,1.540615999999999985e+00,-2.928000000000000047e-02
2.137439999999999896e-01,1.522559999999999913e+00,6.783200000000000340e-02
2.713280000000000136e-01,1.552815999999999974e+00,1.415199999999999965e-02
3.035359999999999725e-01,1.551352000000000064e+00,5.270400000000000085e-02
2.347279999999999922e-01,1.537199999999999900e+00,3.220800000000000052e-02
2.825519999999999698e-01,1.513287999999999967e+00,5.856000000000000094e-03
3.040240000000000165e-01,1.495719999999999938e+00,1.951999999999999916e-02
3.001199999999999979e-01,1.514264000000000054e+00,-1.268799999999999963e-02
3.533120000000000149e-01,1.490839999999999943e+00,-9.759999999999999796e-04
2.683999999999999719e-01,1.472783999999999871e+00,2.830399999999999930e-02
4.001600000000000157e-01,1.435695999999999861e+00,-3.513600000000000056e-02
4.518880000000000119e-01,1.421543999999999919e+00,-4.001599999999999602e-02
3.879599999999999715e-01,1.423983999999999916e+00,-3.415999999999999766e-03
4.611600000000000144e-01,1.367863999999999969e+00,-4.733599999999999614e-02
4.626239999999999797e-01,1.316135999999999973e+00,-2.586399999999999810e-02
5.353360000000000340e-01,1.322479999999999878e+00,-4.392000000000000071e-02
5.431439999999999602e-01,1.325895999999999963e+00,-6.783200000000000340e-02
4.733600000000000030e-01,1.334192000000000045e+00,-9.759999999999999579e-03
5.646160000000000068e-01,1.348832000000000031e+00,-2.732799999999999813e-02
4.831199999999999939e-01,1.333215999999999957e+00,-5.026399999999999618e-02
5.602239999999999442e-01,1.321992000000000056e+00,-7.807999999999999663e-02
5.856000000000000094e-01,1.332727999999999913e+00,-7.271199999999999886e-02
5.407039999999999624e-01,1.354687999999999892e+00,-4.050399999999999834e-02
5.699839999999999351e-01,1.381040000000000045e+00,-3.269599999999999590e-02
6.065840000000000121e-01,1.395191999999999988e+00,-9.906399999999999928e-02
5.504639999999999533e-01,1.394215999999999900e+00,4.392000000000000071e-03
6.739279999999999715e-01,1.347855999999999943e+00,-6.441600000000000104e-02
6.412320000000000242e-01,1.294175999999999993e+00,-5.075199999999999850e-02
6.514799999999999480e-01,1.275144000000000055e+00,-1.610400000000000026e-02
7.227280000000000371e-01,1.253671999999999898e+00,-5.856000000000000094e-03
6.929600000000000204e-01,1.160951999999999984e+00,7.807999999999999836e-03
7.105279999999999374e-01,1.123863999999999974e+00,-5.124000000000000082e-02
6.895439999999999348e-01,1.114592000000000027e+00,6.343999999999999813e-03
6.470879999999999965e-01,1.084824000000000011e+00,4.001599999999999602e-02
7.119919999999999582e-01,1.110687999999999898e+00,7.807999999999999836e-03
7.417599999999999749e-01,1.093607999999999913e+00,4.440799999999999609e-02
7.334640000000000049e-01,1.070184000000000024e+00,3.611199999999999827e-02
7.422480000000000189e-01,1.084824000000000011e+00,9.759999999999999796e-04
7.032079999999999442e-01,1.046271999999999869e+00,7.466399999999999426e-02
7.930000000000000382e-01,1.035047999999999968e+00,1.659199999999999911e-02
8.491199999999999859e-01,9.877120000000000344e-01,4.343199999999999839e-02
7.905599999999999294e-01,9.667280000000000317e-01,5.075199999999999850e-02
7.773839999999999639e-01,9.359839999999999272e-01,2.781600000000000045e-02
8.174000000000000155e-01,9.096319999999999961e-01,2.196000000000000035e-02
8.539999999999999813e-01,9.076799999999999313e-01,6.441600000000000104e-02
9.042639999999999567e-01,9.057279999999999776e-01,2.879199999999999815e-02
7.847039999999999571e-01,1.074575999999999976e+00,1.659199999999999911e-02
7.461520000000000374e-01,1.060424000000000033e+00,6.831999999999999185e-02
8.681520000000000348e-01,1.107272000000000034e+00,-2.196000000000000035e-02
8.110559999999999992e-01,1.108735999999999944e+00,8.491200000000000137e-02
7.344399999999999817e-01,1.116055999999999937e+00,-5.465599999999999625e-02
8.261840000000000295e-01,1.085312000000000054e+00,2.439999999999999808e-02
7.876319999999999988e-01,1.121423999999999976e+00,-5.563200000000000089e-02
8.178879999999999484e-01,1.088239999999999874e+00,1.239519999999999927e-01
7.793360000000000287e-01,1.008696000000000037e+00,-6.343999999999999639e-02
6.997919999999999696e-01,9.398879999999999457e-01,-8.295999999999999555e-03
7.954400000000000359e-01,9.071919999999999984e-01,2.537599999999999925e-02
8.676639999999999908e-01,8.876720000000000166e-01,-2.976799999999999932e-02
6.792960000000000109e-01,8.779120000000000257e-01,3.611199999999999827e-02
6.744160000000000155e-01,8.174000000000000155e-01,1.659199999999999911e-02
6.666079999999999783e-01,7.583520000000000261e-01,-5.514399999999999857e-02
6.212239999999999984e-01,7.607920000000000238e-01,-1.024800000000000016e-02
7.607920000000000238e-01,8.066639999999999366e-01,2.196000000000000035e-02
6.461120000000000196e-01,7.939760000000000151e-01,2.928000000000000047e-02
6.085359999999999658e-01,7.915360000000000174e-01,-2.000799999999999801e-02
6.792960000000000109e-01,7.032079999999999442e-01,-4.587199999999999611e-02
5.563200000000000367e-01,7.378559999999999564e-01,-1.029680000000000040e-01
5.104480000000000128e-01,7.866560000000000219e-01,2.976799999999999932e-02
6.392799999999999594e-01,7.632320000000000215e-01,-1.659199999999999911e-02
5.524160000000000181e-01,7.886079999999999757e-01,-6.148800000000000099e-02
5.616879999999999651e-01,7.725039999999999685e-01,-3.269599999999999590e-02
6.587999999999999412e-01,7.534720000000000306e-01,-6.246399999999999869e-02
4.923919999999999964e-01,8.022719999999999851e-01,-2.928000000000000047e-02
4.431039999999999979e-01,8.408240000000000158e-01,-2.683999999999999928e-02
5.538800000000000390e-01,7.788479999999999848e-01,-8.442399999999999904e-02
4.772639999999999660e-01,7.651839999999999753e-01,-9.320799999999999919e-02
4.050400000000000111e-01,7.563999999999999613e-01,-8.784000000000000141e-02
5.612000000000000322e-01,6.827119999999999855e-01,-3.562399999999999595e-02
4.177279999999999882e-01,4.187039999999999651e-01,-4.684800000000000075e-02
6.119519999999999404e-01,1.561599999999999933e-01,-4.977599999999999802e-01
5.470479999999999787e-01,3.089040000000000119e-01,-3.596559999999999757e-01
4.816559999999999730e-01,7.520080000000000098e-01,1.995919999999999916e-01
4.343199999999999839e-01,9.813680000000000181e-01,8.442399999999999904e-02
2.810880000000000045e-01,7.861679999999999779e-01,-1.790960000000000052e-01
1.634799999999999864e-01,6.358639999999999848e-01,-2.347279999999999922e-01
8.540000000000000369e-02,4.616480000000000028e-01,-1.512799999999999978e-01
3.450159999999999894e-01,4.235840000000000161e-01,-1.317599999999999882e-01
1.429840000000000000e-01,6.680719999999999992e-01,7.807999999999999663e-02
2.752319999999999767e-01,7.749439999999999662e-01,-1.756800000000000028e-02
3.089040000000000119e-01,6.285439999999999916e-01,-1.464000000000000024e-03
1.864159999999999984e-01,5.860879999999999423e-01,-7.320000000000000118e-02
1.742160000000000097e-01,5.128880000000000106e-01,-3.362319999999999753e-01
1.708000000000000074e-01,6.236639999999999961e-01,5.563200000000000089e-02
9.320799999999999919e-02,7.398080000000000211e-01,1.503039999999999932e-01
-2.928000000000000047e-02,6.329359999999999431e-01,-5.953599999999999864e-02
1.454239999999999977e-01,5.641279999999999628e-01,-2.137439999999999896e-01
1.659199999999999911e-02,6.563599999999999435e-01,-5.563200000000000089e-02
8.344799999999999440e-02,7.412719999999999310e-01,2.928000000000000047e-02
1.117520000000000041e-01,7.310240000000000071e-01,-7.368800000000000350e-02
9.076800000000000146e-02,7.300480000000000302e-01,-1.371279999999999999e-01
1.951999999999999959e-03,7.944639999999999480e-01,-4.196799999999999836e-02
7.027200000000000113e-02,8.315519999999999579e-01,-6.441600000000000104e-02
1.093119999999999925e-01,8.247200000000000086e-01,-3.025599999999999817e-02
-2.635200000000000042e-02,8.130079999999999529e-01,-1.415199999999999965e-02
1.415199999999999965e-02,7.393199999999999772e-01,-9.857599999999999696e-02
1.093119999999999925e-01,6.924719999999999764e-01,-5.904799999999999632e-02
9.369600000000000151e-02,7.251680000000000348e-01,-3.318399999999999822e-02
-1.707999999999999796e-02,7.632320000000000215e-01,-6.343999999999999813e-03
2.488800000000000040e-02,7.363919999999999355e-01,-4.001599999999999602e-02
2.391199999999999923e-02,7.354159999999999586e-01,-2.049600000000000033e-02
-6.587999999999999412e-02,7.671359999999999291e-01,-2.928000000000000047e-03
-1.464000000000000024e-03,7.119919999999999582e-01,-3.415999999999999766e-03
8.540000000000000369e-02,6.788079999999999670e-01,-1.903200000000000031e-02
2.098399999999999918e-02,7.651839999999999753e-01,2.586399999999999810e-02
-1.078479999999999994e-01,7.563999999999999613e-01,7.417599999999999194e-02
-5.660799999999999860e-02,6.949119999999999742e-01,-6.587999999999999412e-02
-1.854399999999999799e-02,7.319999999999999840e-01,8.881599999999999218e-02
-5.904799999999999632e-02,7.534720000000000306e-01,1.288320000000000021e-01
-8.198400000000000132e-02,6.939359999999999973e-01,1.171200000000000019e-02
-3.806400000000000061e-02,6.348880000000000079e-01,1.951999999999999959e-03
-4.343199999999999839e-02,7.329759999999999609e-01,1.278559999999999974e-01
-7.222399999999999654e-02,7.368799999999999795e-01,1.298080000000000067e-01
-4.489599999999999841e-02,6.714879999999999738e-01,3.513600000000000056e-02
-7.368800000000000350e-02,7.276080000000000325e-01,6.295199999999999407e-02
-1.546960000000000002e-01,7.715279999999999916e-01,1.742160000000000097e-01
-5.563200000000000089e-02,6.988159999999999927e-01,9.564799999999999691e-02
-7.661600000000000354e-02,7.168719999999999537e-01,5.124000000000000082e-02
-1.512799999999999978e-01,7.124800000000000022e-01,1.122399999999999926e-01
-1.176080000000000042e-01,7.144319999999999560e-01,1.239519999999999927e-01
-5.075199999999999850e-02,7.412719999999999310e-01,8.100799999999999668e-02
-1.390800000000000092e-01,7.681120000000000170e-01,1.459119999999999862e-01
-2.049600000000000033e-01,7.749439999999999662e-01,1.449360000000000093e-01
-1.756800000000000028e-01,7.324880000000000280e-01,6.246399999999999869e-02
-8.832800000000000373e-02,7.339519999999999378e-01,1.219999999999999973e-01
-1.044319999999999971e-01,7.715279999999999916e-01,1.234640000000000043e-01
-1.776319999999999844e-01,7.646959999999999313e-01,1.210239999999999927e-01
-1.439600000000000046e-01,7.617680000000000007e-01,8.295999999999999208e-02
-1.498160000000000047e-01,7.851920000000000011e-01,1.195599999999999996e-01
-1.849520000000000053e-01,7.973919999999999897e-01,1.415200000000000069e-01
-1.683600000000000096e-01,7.729920000000000124e-01,1.054080000000000017e-01
-1.137039999999999995e-01,7.466399999999999704e-01,8.393599999999999672e-02
-1.117520000000000041e-01,7.759199999999999431e-01,8.637599999999999445e-02
-1.898320000000000007e-01,8.076400000000000245e-01,1.332240000000000091e-01
-1.483519999999999839e-01,7.910479999999999734e-01,5.270400000000000085e-02
-1.288320000000000021e-01,7.851920000000000011e-01,1.151679999999999926e-01
-1.903199999999999892e-01,7.676239999999999730e-01,1.581120000000000025e-01
-2.918239999999999723e-01,7.398080000000000211e-01,1.278559999999999974e-01
-2.049600000000000033e-01,7.076000000000000068e-01,3.562399999999999595e-02
-1.888559999999999961e-01,7.720160000000000355e-01,8.979199999999999682e-02
-2.200880000000000059e-01,8.042239999999999389e-01,1.390800000000000092e-01
-2.464399999999999924e-01,7.944639999999999480e-01,9.174399999999999222e-02
-1.869039999999999868e-01,7.910479999999999734e-01,1.610400000000000026e-02
-1.898320000000000007e-01,8.457040000000000113e-01,8.100799999999999668e-02
-2.757200000000000206e-01,8.930399999999999450e-01,1.019919999999999993e-01
-2.376560000000000061e-01,9.096319999999999961e-01,2.879199999999999815e-02
-1.556720000000000048e-01,9.106079999999999730e-01,1.219999999999999904e-02
-2.405839999999999923e-01,9.545279999999999321e-01,1.122399999999999926e-01
-3.108560000000000212e-01,9.442800000000000082e-01,6.343999999999999639e-02
-2.400960000000000039e-01,9.135360000000000147e-01,-2.683999999999999928e-02
-1.410319999999999907e-01,9.174400000000000333e-01,1.122399999999999960e-02
-2.947520000000000140e-01,9.662399999999999878e-01,1.249279999999999974e-01
-2.801119999999999721e-01,9.272000000000000242e-01,2.391199999999999923e-02
-1.747039999999999982e-01,8.871839999999999726e-01,-6.490400000000000336e-02
-2.127679999999999849e-01,9.335439999999999294e-01,2.293599999999999806e-02
-2.957279999999999909e-01,9.667280000000000317e-01,8.588799999999999213e-02
-2.391199999999999992e-01,9.525759999999999783e-01,-3.855199999999999599e-02
-1.356640000000000068e-01,9.159760000000000124e-01,-5.416800000000000087e-02
-2.391199999999999992e-01,9.779519999999999325e-01,2.683999999999999928e-02
-2.923120000000000163e-01,9.779519999999999325e-01,3.611199999999999827e-02
-1.805599999999999983e-01,9.340319999999999734e-01,-5.172799999999999621e-02
-1.898320000000000007e-01,9.442800000000000082e-01,-5.563200000000000089e-02
-2.469280000000000086e-01,1.000399999999999956e+00,1.805599999999999913e-02
-2.293600000000000083e-01,9.711199999999999832e-01,3.367200000000000054e-02
-1.400559999999999861e-01,9.594079999999999275e-01,-8.979199999999999682e-02
-2.103279999999999872e-01,9.603840000000000154e-01,-5.758399999999999630e-02
-2.098399999999999987e-01,9.774639999999999995e-01,-1.903200000000000031e-02
-1.917839999999999823e-01,9.774639999999999995e-01,-2.586399999999999810e-02
-1.629919999999999980e-01,9.818559999999999510e-01,-8.540000000000000369e-02
-1.805599999999999983e-01,1.011136000000000035e+00,-7.954400000000000359e-02
-1.966640000000000055e-01,1.011624000000000079e+00,4.392000000000000071e-03
-1.947119999999999962e-01,1.008696000000000037e+00,-3.415999999999999592e-02
-1.546960000000000002e-01,1.012111999999999901e+00,-1.317599999999999882e-01
-1.259039999999999881e-01,1.034559999999999924e+00,-8.393599999999999672e-02
-1.908080000000000054e-01,1.066767999999999939e+00,-1.366399999999999906e-02
-1.454239999999999977e-01,1.051639999999999908e+00,-8.247200000000000364e-02
-8.832800000000000373e-02,1.070672000000000068e+00,-1.327359999999999929e-01
-1.229760000000000020e-01,1.118983999999999979e+00,-5.563200000000000089e-02
-1.678719999999999934e-01,1.119472000000000023e+00,-3.806400000000000061e-02
-1.015039999999999970e-01,1.086287999999999920e+00,-8.051999999999999436e-02
-7.222399999999999654e-02,1.087264000000000008e+00,-8.784000000000000141e-02
-1.000400000000000039e-01,1.127280000000000060e+00,-5.319199999999999623e-02
-1.283439999999999859e-01,1.116543999999999981e+00,-2.098399999999999918e-02
-8.393599999999999672e-02,1.075064000000000020e+00,-7.320000000000000118e-02
-3.952800000000000064e-02,1.067744000000000026e+00,-8.637599999999999445e-02
-6.587999999999999412e-02,1.094584000000000001e+00,-6.929599999999999649e-02
-1.093119999999999925e-01,1.114103999999999983e+00,1.122399999999999960e-02
-5.465599999999999625e-02,1.055544000000000038e+00,-2.196000000000000035e-02
-2.293599999999999806e-02,1.016016000000000030e+00,-9.418400000000000383e-02
-4.001599999999999602e-02,1.066767999999999939e+00,-6.539199999999999180e-02
-5.660799999999999860e-02,1.111663999999999985e+00,4.099200000000000066e-02
-2.879199999999999815e-02,1.057007999999999948e+00,1.707999999999999796e-02
-1.464000000000000024e-02,1.007231999999999905e+00,-6.783200000000000340e-02
-2.439999999999999808e-02,1.025287999999999977e+00,-5.319199999999999623e-02
3.903999999999999918e-03,1.078479999999999883e+00,1.317600000000000021e-02
5.856000000000000094e-03,1.079455999999999971e+00,3.757599999999999829e-02
5.465599999999999625e-02,1.042367999999999961e+00,-3.074400000000000049e-02
5.709600000000000092e-02,1.030167999999999973e+00,-2.488800000000000040e-02
7.710399999999999199e-02,1.036999999999999922e+00,-9.759999999999999796e-04
8.442399999999999904e-02,1.077015999999999973e+00,-2.439999999999999808e-02
8.832800000000000373e-02,1.066279999999999895e+00,-4.392000000000000071e-03
1.132159999999999972e-01,1.060424000000000033e+00,1.366399999999999906e-02
1.205360000000000043e-01,1.077992000000000061e+00,-1.561599999999999967e-02
1.097999999999999948e-01,1.120447999999999888e+00,-2.049600000000000033e-02
1.010159999999999947e-01,1.135575999999999919e+00,2.391199999999999923e-02
1.049199999999999994e-01,1.110687999999999898e+00,4.392000000000000071e-02
1.424959999999999838e-01,1.118983999999999979e+00,-7.124799999999999189e-02
1.161439999999999972e-01,1.129232000000000014e+00,8.295999999999999555e-03
1.644559999999999911e-01,1.137527999999999873e+00,-8.784000000000000141e-03
9.711200000000000387e-02,1.151680000000000037e+00,3.123199999999999935e-02
1.010159999999999947e-01,1.129720000000000057e+00,2.732799999999999813e-02
9.418400000000000383e-02,1.141920000000000046e+00,-1.951999999999999959e-03
1.420079999999999953e-01,1.145823999999999954e+00,9.271999999999998993e-03
1.644559999999999911e-01,1.154120000000000035e+00,1.707999999999999796e-02
7.027200000000000113e-02,1.139967999999999870e+00,6.392799999999999871e-02
1.112640000000000018e-01,1.091655999999999960e+00,2.683999999999999928e-02
1.259039999999999881e-01,1.119960000000000067e+00,3.903999999999999918e-03
1.532320000000000071e-01,1.131183999999999967e+00,1.171200000000000019e-02
8.198400000000000132e-02,1.137527999999999873e+00,-3.903999999999999918e-03
8.881599999999999218e-02,1.109712000000000032e+00,2.928000000000000047e-02
1.410319999999999907e-01,1.109712000000000032e+00,-6.343999999999999813e-03
1.259039999999999881e-01,1.137040000000000051e+00,-3.171999999999999820e-02
1.141920000000000018e-01,1.154608000000000079e+00,-3.903999999999999918e-03
6.783200000000000340e-02,1.182911999999999964e+00,2.488800000000000040e-02
1.156559999999999949e-01,1.164368000000000070e+00,3.074400000000000049e-02
1.063839999999999925e-01,1.173151999999999973e+00,-4.392000000000000071e-03
1.112640000000000018e-01,1.173151999999999973e+00,-5.367999999999999508e-03
8.247200000000000364e-02,1.218048000000000020e+00,-1.903200000000000031e-02
6.002400000000000097e-02,1.262456000000000023e+00,4.245600000000000068e-02
1.381040000000000045e-01,1.245376000000000039e+00,4.635999999999999843e-02
-2.488800000000000040e-02,1.297592000000000079e+00,-1.707999999999999796e-02
-3.269599999999999590e-02,1.296127999999999947e+00,-4.099200000000000066e-02
-8.442399999999999904e-02,1.321504000000000012e+00,-1.000400000000000039e-01
-2.117920000000000080e-01,1.322967999999999922e+00,-1.751919999999999866e-01
-1.864159999999999984e-01,1.244399999999999951e+00,-1.459119999999999862e-01
-6.295199999999999407e-02,1.213656000000000068e+00,-1.537199999999999955e-01
6.246399999999999869e-02,1.138015999999999917e+00,-5.611999999999999628e-02
6.831999999999999185e-02,1.141920000000000046e+00,-6.099999999999999867e-02
7.661600000000000354e-02,1.112640000000000073e+00,-8.735199999999999909e-02
3.952800000000000064e-02,1.145335999999999910e+00,-4.831200000000000078e-02
1.659199999999999911e-02,1.234639999999999960e+00,-3.708799999999999597e-02
-4.538400000000000073e-02,1.256111999999999895e+00,4.879999999999999616e-02
-3.123199999999999935e-02,1.267824000000000062e+00,-7.417599999999999194e-02
